fuel_type,generators,facilities,named_capacity_megawatts,summer_capacity_megawatts,us_state,in_year
Wind,14,14,411.2,411.2,HI,2012
Other Gases,4,2,12,12,HI,2012
Coal,100,46,14431.8,13366.8,IA,2012
Natural Gas,182,68,5872.2,5073.6,IA,2012
Other Biomass,38,8,29.2,29.2,IA,2012
Petroleum,748,212,2379.4,2059.2,IA,2012
Wind,150,132,10207.8,10010,IA,2012
Hydroelectric Conventional,46,8,262.6,295.6,IA,2012
Nuclear,2,2,1359,1202.8,IA,2012
Natural Gas,24,14,2505.6,2221,ID,2012
Other Biomass,36,17,43.8,43.4,ID,2012
Wood and Wood Derived Fuels,12,6,252.4,130.2,ID,2012
Hydroelectric Conventional,346,144,5072.4,5406.8,ID,2012
Petroleum,4,2,10,10.8,ID,2012
Wind,64,64,1933.2,1925.4,ID,2012
Geothermal,2,2,36,20,ID,2012
Coal,12,4,37.8,34.4,ID,2012
Other,2,2,31.8,29.6,ID,2012
Natural Gas,620,152,33380.2,27059.8,IL,2012
Other Biomass,172,56,297.2,263.8,IL,2012
Coal,148,54,34717.4,31148,IL,2012
Hydroelectric Conventional,58,18,79.4,68.2,IL,2012
Petroleum,356,80,1580.8,1326.2,IL,2012
Wind,62,54,7089.6,7040.2,IL,2012
Nuclear,22,12,24830.2,23082,IL,2012
Solar Thermal and Photovoltaic,4,4,58,58,IL,2012
Other,2,2,15,10,IL,2012
Other Gases,8,4,235.2,235.4,IL,2012
Coal,158,59,40244.6,36280.8,IN,2012
Natural Gas,148,48,13406.4,11291,IN,2012
Other Biomass,126,26,124.6,118,IN,2012
Petroleum,116,34,1605.4,1460.8,IN,2012
Wind,26,20,3079.4,3079.4,IN,2012
Hydroelectric Conventional,42,10,184.2,119,IN,2012
Solar Thermal and Photovoltaic,4,4,7,7,IN,2012
Other,2,2,189.2,176,IN,2012
Other Gases,32,12,1349.8,1142.6,IN,2012
Coal,32,16,10944.6,10446,KS,2012
Natural Gas,424,134,9980.6,8841.6,KS,2012
Nuclear,2,2,2535.4,2350,KS,2012
Petroleum,382,102,1298,1082.6,KS,2012
Wind,42,38,5437.8,5438.2,KS,2012
Hydroelectric Conventional,22,2,14,14,KS,2012
Other Biomass,16,4,14.4,14.2,KS,2012
Coal,112,40,35903.4,30586.6,KY,2012
Hydroelectric Conventional,60,14,1607.6,1655.2,KY,2012
Natural Gas,100,26,12333,9657.8,KY,2012
Other Biomass,40,12,34.4,33.6,KY,2012
Petroleum,16,4,220.6,139.8,KY,2012
Wood and Wood Derived Fuels,6,4,186,104.6,KY,2012
Natural Gas,402,126,44832.4,36329.2,LA,2012
Coal,12,8,7592.4,6828,LA,2012
Nuclear,4,4,4471.4,4268,LA,2012
Petroleum,30,16,2266,2043.8,LA,2012
Hydroelectric Conventional,16,2,384,384,LA,2012
Other Biomass,6,4,30.2,27.8,LA,2012
Other,26,12,546,415.2,LA,2012
Other Gases,6,2,150,68.6,LA,2012
Wood and Wood Derived Fuels,20,12,860,731.2,LA,2012
Natural Gas,188,69,14666.4,13014,MA,2012
Hydroelectric Conventional,154,58,539.6,522.2,MA,2012
Other Biomass,48,24,675,528.8,MA,2012
Petroleum,152,54,6894.2,6220.2,MA,2012
Solar Thermal and Photovoltaic,44,44,83.6,82.4,MA,2012
Wind,32,22,131.2,127.6,MA,2012
Coal,16,8,3191.8,3076.2,MA,2012
Nuclear,2,2,1340,1354.6,MA,2012
Other,4,4,6,6,MA,2012
Pumped Storage,12,4,3080,3448,MA,2012
Wood and Wood Derived Fuels,6,4,269.8,262,MA,2012
Coal,36,18,10278.4,9514,MD,2012
Natural Gas,76,31,4783,4107.6,MD,2012
Other Biomass,82,25,318.8,281.4,MD,2012
Petroleum,124,30,6600.4,5615.2,MD,2012
Solar Thermal and Photovoltaic,18,18,55.2,55.2,MD,2012
Wood and Wood Derived Fuels,4,2,7.6,5.2,MD,2012
Hydroelectric Conventional,26,4,1101.6,1180,MD,2012
Nuclear,4,2,3657.4,3432,MD,2012
Wind,6,6,240,240,MD,2012
Coal,2,2,205.2,170,ME,2012
Natural Gas,36,16,3733.6,3350,ME,2012
Other Biomass,12,10,172.8,149.2,ME,2012
Petroleum,66,22,2074.6,2009.8,ME,2012
Hydroelectric Conventional,536,116,1465.2,1484.6,ME,2012
Wind,22,20,861.2,855.2,ME,2012
Wood and Wood Derived Fuels,50,30,1044.2,920,ME,2012
Other,2,2,44,44,ME,2012
Coal,158,66,25127.6,22523.6,MI,2012
Natural Gas,368,123,24466.8,22151.2,MI,2012
Other Biomass,182,46,426.2,391.4,MI,2012
Petroleum,320,104,1481.2,1232.2,MI,2012
Wood and Wood Derived Fuels,22,20,550.6,527.2,MI,2012
Hydroelectric Conventional,468,114,739.2,474,MI,2012
Nuclear,8,6,8628.2,7872.4,MI,2012
Pumped Storage,12,2,3957.6,3742,MI,2012
Wind,28,28,1751.6,1749.6,MI,2012
Natural Gas,196,72,11728,9888.6,MN,2012
Other Biomass,58,26,532.8,407.2,MN,2012
Wood and Wood Derived Fuels,16,8,449.2,336.6,MN,2012
Other,6,6,44.2,36.8,MN,2012
Petroleum,476,150,1869,1608,MN,2012
Wind,282,244,5692.2,5684.6,MN,2012
Coal,78,36,10524.6,9393,MN,2012
Hydroelectric Conventional,180,50,408,351.4,MN,2012
Nuclear,6,4,3742.4,3188,MN,2012
Coal,114,48,26310.8,24915,MO,2012
Natural Gas,254,82,13272.8,10999.4,MO,2012
Petroleum,422,108,2707.6,2322.8,MO,2012
Hydroelectric Conventional,40,12,998.4,1140.6,MO,2012
Nuclear,2,2,2471.6,2380,MO,2012
Other Biomass,14,8,19.6,18.6,MO,2012
Pumped Storage,18,6,1200.8,1314,MO,2012
Wind,12,12,917,917,MO,2012
Natural Gas,230,62,25826.2,22821,MS,2012
Other,4,2,3.2,2.8,MS,2012
Coal,14,8,5775,5052,MS,2012
Nuclear,2,2,2880,2380,MS,2012
Petroleum,24,8,96,70,MS,2012
Other Biomass,2,2,3.2,3.2,MS,2012
Other Gases,2,2,12,8,MS,2012
Wood and Wood Derived Fuels,16,6,487.8,470.2,MS,2012
Petroleum,4,4,139.6,108,MT,2012
Coal,20,12,5321.2,4884.2,MT,2012
Hydroelectric Conventional,164,46,5207.2,5463.2,MT,2012
Natural Gas,34,12,891,832.2,MT,2012
Wind,20,20,1285.2,1255.6,MT,2012
Other,16,4,120,88,MT,2012
Other Gases,2,2,3.2,3,MT,2012
Coal,88,38,24839.2,24209.6,NC,2012
Other Biomass,90,26,129.6,108,NC,2012
Wood and Wood Derived Fuels,30,16,1085.4,962.8,NC,2012
Hydroelectric Conventional,212,82,3725.8,3928.4,NC,2012
Petroleum,220,96,1159.8,894.8,NC,2012
Natural Gas,174,32,24139.6,20172.6,NC,2012
Nuclear,10,6,10789.4,9996,NC,2012
Pumped Storage,2,2,190,172,NC,2012
Solar Thermal and Photovoltaic,94,76,233,229.2,NC,2012
Other,2,2,100.8,108,NC,2012
Petroleum,24,14,125.4,117.2,ND,2012
Coal,28,18,8487.8,8282.2,ND,2012
Hydroelectric Conventional,10,2,1228,1016,ND,2012
Other,2,2,10.6,10.6,ND,2012
Wind,54,46,3604.8,3518.4,ND,2012
Other Biomass,4,2,19.6,19.6,ND,2012
Other Gases,6,2,15,16.8,ND,2012
Other Biomass,28,6,21.8,21.8,NE,2012
Coal,40,20,8548,8291.4,NE,2012
Hydroelectric Conventional,44,22,664.6,550.6,NE,2012
Natural Gas,238,68,4274.2,3652.8,NE,2012
Nuclear,4,4,2606,2489.2,NE,2012
Petroleum,202,74,725.8,629.6,NE,2012
Wind,24,20,910.8,910.8,NE,2012
Other Biomass,22,10,77.2,70.4,NH,2012
Petroleum,40,18,1049.4,996,NH,2012
Coal,8,4,1118.4,1067.8,NH,2012
Hydroelectric Conventional,184,68,892.2,1010,NH,2012
Wood and Wood Derived Fuels,12,12,304.8,254.4,NH,2012
Natural Gas,14,6,3021,2413.6,NH,2012
Nuclear,2,2,2484,2492.4,NH,2012
Wind,6,6,342,342,NH,2012
Coal,14,10,4278,4013.2,NJ,2012
Natural Gas,354,94,24200.6,21226.8,NJ,2012
Other Biomass,88,36,508.8,435.2,NJ,2012
Petroleum,80,30,2705.2,2627.8,NJ,2012
Solar Thermal and Photovoltaic,186,144,461.2,472.2,NJ,2012
Pumped Storage,6,2,906,800,NJ,2012
Hydroelectric Conventional,14,4,26.4,6.6,NJ,2012
Nuclear,8,6,8361.4,8229,NJ,2012
Wind,2,2,15,15,NJ,2012
Other,2,2,22.4,22.4,NJ,2012
Natural Gas,140,46,7555.6,6617.2,NM,2012
Other Biomass,8,2,13.2,12.8,NM,2012
Wind,22,20,1555,1555,NM,2012
Coal,20,6,8749.2,8062,NM,2012
Hydroelectric Conventional,20,10,163.4,165.8,NM,2012
Other,4,2,3.6,3.6,NM,2012
Petroleum,8,4,8.8,8.8,NM,2012
Solar Thermal and Photovoltaic,40,38,321.6,321.2,NM,2012
Natural Gas,194,38,17503.6,14509.8,NV,2012
Solar Thermal and Photovoltaic,34,18,673.4,654.6,NV,2012
Coal,14,6,2891.6,2586.8,NV,2012
Hydroelectric Conventional,34,12,2104.4,2102.8,NV,2012
Petroleum,10,4,22.8,22.8,NV,2012
Geothermal,126,42,1116.6,768.2,NV,2012
Other Biomass,4,2,6.4,6.4,NV,2012
Wind,2,2,300,300,NV,2012
Coal,44,20,5730.6,5407.4,NY,2012
Natural Gas,580,174,42106.8,37089.2,NY,2012
Other Biomass,214,64,845,741,NY,2012
Petroleum,264,102,11352.6,10287.8,NY,2012
Wood and Wood Derived Fuels,6,6,193.6,172.2,NY,2012
Hydroelectric Conventional,756,310,9312,8623.8,NY,2012
Pumped Storage,32,4,2480,2800,NY,2012
Nuclear,12,10,11416.2,10526.6,NY,2012
Other,4,4,56,56,NY,2012
Solar Thermal and Photovoltaic,2,2,63,63,NY,2012
Wind,50,40,3281,3272.8,NY,2012
Natural Gas,250,72,21730.8,18921.6,OH,2012
Other Gases,22,10,509,434.2,OH,2012
Wood and Wood Derived Fuels,20,10,194,120.8,OH,2012
Coal,160,58,41438.6,38535,OH,2012
Petroleum,290,122,2289.4,2073.8,OH,2012
Solar Thermal and Photovoltaic,12,12,57.4,56.6,OH,2012
Hydroelectric Conventional,30,10,257.2,203.2,OH,2012
Other Biomass,118,22,179.6,172,OH,2012
Wind,14,8,923.4,923.4,OH,2012
Nuclear,4,4,4473.6,4268,OH,2012
Coal,30,14,11688,10588.8,OK,2012
Natural Gas,234,56,29957.8,27593.8,OK,2012
Petroleum,62,26,150.4,138.6,OK,2012
Hydroelectric Conventional,64,20,1610.2,1716.4,OK,2012
Pumped Storage,12,2,576,520,OK,2012
Wind,56,50,6265.8,6265.8,OK,2012
Other Biomass,2,2,33.6,31.2,OK,2012
Wood and Wood Derived Fuels,2,2,136,115.6,OK,2012
Natural Gas,66,22,7210.2,6020.4,OR,2012
Other Biomass,60,16,85.4,81.4,OR,2012
Wood and Wood Derived Fuels,56,26,719.8,546.6,OR,2012
Coal,2,2,1284.4,1170,OR,2012
Hydroelectric Conventional,386,128,16485,16909.4,OR,2012
Solar Thermal and Photovoltaic,10,10,21.4,21.4,OR,2012
Wind,76,68,6322.8,6303.8,OR,2012
Geothermal,6,2,66,35.4,OR,2012
Coal,146,72,37890,34511.8,PA,2012
Natural Gas,234,74,26502.2,23274.8,PA,2012
Other Biomass,258,61,984,889.4,PA,2012
Wood and Wood Derived Fuels,10,10,313.2,266.8,PA,2012
Petroleum,206,76,6025.6,4987,PA,2012
Solar Thermal and Photovoltaic,40,34,86.8,74,PA,2012
Hydroelectric Conventional,124,34,1566,1523,PA,2012
Nuclear,18,10,20029.6,19355.2,PA,2012
Pumped Storage,22,4,3082,3042,PA,2012
Wind,50,50,2688.2,2687.8,PA,2012
Other Gases,18,8,232,200.8,PA,2012
Natural Gas,46,14,3942.2,3471.2,RI,2012
Petroleum,18,4,35.4,34.4,RI,2012
Hydroelectric Conventional,10,4,5.6,5.4,RI,2012
Other Biomass,30,2,52.2,47.4,RI,2012
Wind,2,2,3,3,RI,2012
Natural Gas,136,36,13024.8,10489.4,SC,2012
Wood and Wood Derived Fuels,20,10,770,690.8,SC,2012
Hydroelectric Conventional,232,62,2726,2672,SC,2012
Petroleum,90,34,1741.6,1327,SC,2012
Coal,48,22,13262.6,12451,SC,2012
Nuclear,14,8,13750.2,13016,SC,2012
Other Biomass,40,18,93,87.4,SC,2012
Pumped Storage,32,6,4376.8,5432,SC,2012
Petroleum,54,28,594,453.8,SD,2012
Coal,4,4,962,993.2,SD,2012
Hydroelectric Conventional,50,8,3204.2,3196,SD,2012
Natural Gas,38,16,2257.4,1890.4,SD,2012
Wind,24,18,1581,1581,SD,2012
Coal,106,20,19221.4,16457.2,TN,2012
Natural Gas,158,22,12769.6,10344.8,TN,2012
Petroleum,54,6,108,99.2,TN,2012
Solar Thermal and Photovoltaic,6,6,29.6,25.6,TN,2012
Hydroelectric Conventional,168,56,4998.8,5232.2,TN,2012
Nuclear,6,4,7421.8,6801.4,TN,2012
Other Biomass,18,6,23.2,22.8,TN,2012
Pumped Storage,8,2,3427.2,3232.6,TN,2012
Wind,8,4,57.6,58.2,TN,2012
Wood and Wood Derived Fuels,12,6,371.4,370,TN,2012
Natural Gas,1264,325,150229.2,133966.6,TX,2012
Other Biomass,138,40,259.4,241.6,TX,2012
Petroleum,96,34,1106.8,994.6,TX,2012
Solar Thermal and Photovoltaic,14,12,151.8,150.4,TX,2012
Coal,80,40,48824.8,46264.8,TX,2012
Hydroelectric Conventional,102,50,1396.8,1378.6,TX,2012
Wind,222,204,24370,24357.8,TX,2012
Nuclear,8,4,10277.2,9920,TX,2012
Other,34,22,592,530.6,TX,2012
Wood and Wood Derived Fuels,18,12,667.4,640.6,TX,2012
Other Gases,28,16,748.6,691.2,TX,2012
Other Biomass,18,8,25.6,24,UT,2012
Natural Gas,140,40,4575.2,4063.8,UT,2012
Coal,30,14,10072.8,9802,UT,2012
Geothermal,6,4,104.2,90,UT,2012
Hydroelectric Conventional,112,58,524.4,510.8,UT,2012
Petroleum,22,6,58.6,55.6,UT,2012
Solar Thermal and Photovoltaic,4,2,2.6,2.6,UT,2012
Wind,6,6,648.8,648.8,UT,2012
Other,2,2,63.6,63.6,UT,2012
Coal,100,44,12824,11952.6,VA,2012
Natural Gas,144,40,18118.6,16335.2,VA,2012
Petroleum,338,72,5502.8,4737.4,VA,2012
Other Biomass,634,48,691.6,606.8,VA,2012
Hydroelectric Conventional,150,50,1664.8,1732.4,VA,2012
Nuclear,8,4,7308.8,7124,VA,2012
Pumped Storage,18,4,6218.6,6482,VA,2012
Wood and Wood Derived Fuels,34,12,759.6,726.8,VA,2012
Petroleum,36,20,274.6,199.6,VT,2012
Hydroelectric Conventional,226,90,629.2,647.2,VT,2012
Wind,8,8,242,240.4,VT,2012
Wood and Wood Derived Fuels,6,6,170,151.4,VT,2012
Nuclear,2,2,1126.8,1208.6,VT,2012
Other Biomass,4,2,6.4,6.4,VT,2012
Solar Thermal and Photovoltaic,8,8,16,16,VT,2012
Natural Gas,110,42,8845,7589,WA,2012
Other Biomass,58,8,145,138.4,WA,2012
Petroleum,16,8,31,30.4,WA,2012
Hydroelectric Conventional,558,146,41805,42229.8,WA,2012
Nuclear,2,2,2400,2264,WA,2012
Pumped Storage,12,2,628,628,WA,2012
Solar Thermal and Photovoltaic,2,2,1,1,WA,2012
Wind,46,40,5621.8,5612.4,WA,2012
Wood and Wood Derived Fuels,40,22,661.6,627,WA,2012
Coal,4,2,2919.6,2680,WA,2012
Other,2,2,123,20,WA,2012
Coal,110,51,17580.2,16517.8,WI,2012
Natural Gas,166,78,14212.8,12423.6,WI,2012
Other Biomass,158,33,169,165,WI,2012
Hydroelectric Conventional,486,126,1050.4,769.6,WI,2012
Petroleum,206,64,1710,1431,WI,2012
Wind,28,24,1271.4,739.2,WI,2012
Wood and Wood Derived Fuels,32,18,547.2,478,WI,2012
Nuclear,6,4,3692.2,3496,WI,2012
Other,6,2,41.6,42.2,WI,2012
Coal,70,32,30018,28581.2,WV,2012
Hydroelectric Conventional,70,22,652.4,573.4,WV,2012
Natural Gas,30,8,2422,2159,WV,2012
Petroleum,2,2,37,22,WV,2012
Other,2,2,64,64,WV,2012
Other Biomass,4,2,4.4,4.4,WV,2012
Wind,12,10,1166.6,1166.6,WV,2012
Coal,66,30,13624,12864.8,WY,2012
Hydroelectric Conventional,64,32,606.8,614.2,WY,2012
Natural Gas,38,14,317,245.2,WY,2012
Petroleum,8,6,11.6,11.6,WY,2012
Wind,60,40,2866,2814.6,WY,2012
Other,2,2,23,23,WY,2012
Other Gases,10,4,220,186.8,WY,2012
Coal,34,10,232,221,AK,2011
Petroleum,692,176,1488,1337.8,AK,2011
Hydroelectric Conventional,112,58,842,830.4,AK,2011
Natural Gas,78,22,1891.6,1675,AK,2011
Wind,36,4,14.8,14.8,AK,2011
Other,2,2,54,54,AK,2011
Coal,84,22,25388.8,22913.2,AL,2011
Natural Gas,200,52,26934.6,24145.2,AL,2011
Hydroelectric Conventional,206,48,6559.8,6544.4,AL,2011
Nuclear,10,4,10540.8,10086.8,AL,2011
Petroleum,28,8,95.6,85.2,AL,2011
Other Gases,14,6,221.6,199.6,AL,2011
Wood and Wood Derived Fuels,42,24,1271.6,1179.2,AL,2011
Natural Gas,142,42,17843.4,15764.2,AR,2011
Other Biomass,26,8,56.2,28.2,AR,2011
Coal,12,8,9356,9070,AR,2011
Hydroelectric Conventional,98,38,2641.8,2681.4,AR,2011
Nuclear,4,2,3690,3646,AR,2011
Petroleum,26,8,45.8,44,AR,2011
Pumped Storage,2,2,56,56,AR,2011
Wood and Wood Derived Fuels,26,12,741,623.4,AR,2011
Natural Gas,294,56,32344.4,27095.2,AZ,2011
Petroleum,16,10,220.8,185.4,AZ,2011
Solar Thermal and Photovoltaic,58,40,262.4,260.2,AZ,2011
Coal,36,14,13522.6,12450,AZ,2011
Hydroelectric Conventional,68,20,5436,5440.8,AZ,2011
Nuclear,6,2,8418.6,7874,AZ,2011
Other Biomass,14,4,15.6,13.6,AZ,2011
Pumped Storage,12,6,388.2,432.6,AZ,2011
Wind,6,6,276.2,276.2,AZ,2011
Wood and Wood Derived Fuels,4,4,60.4,57,AZ,2011
Coal,24,18,923.6,822.8,CA,2011
Natural Gas,1254,509,90772.4,82548.8,CA,2011
Other Biomass,352,133,935.2,810.8,CA,2011
Wood and Wood Derived Fuels,80,64,1465.4,1278.2,CA,2011
Hydroelectric Conventional,882,506,20099.8,20272.2,CA,2011
Petroleum,124,34,1299.8,1033.2,CA,2011
Solar Thermal and Photovoltaic,200,148,1251.8,1236,CA,2011
Geothermal,310,70,5848.4,4007,CA,2011
Nuclear,8,4,9154,8780,CA,2011
Pumped Storage,66,16,6716,7643.2,CA,2011
Wind,206,180,7541.4,7540.2,CA,2011
Other,10,10,233,198.2,CA,2011
Other Gases,26,16,516,420.2,CA,2011
Coal,66,30,12144,11191.4,CO,2011
Natural Gas,242,64,13035.4,10566.8,CO,2011
Other Biomass,20,4,36.4,26,CO,2011
Solar Thermal and Photovoltaic,48,28,174,171.2,CO,2011
Wind,44,32,3605.8,3585.8,CO,2011
Hydroelectric Conventional,106,76,1290.8,1323.6,CO,2011
Petroleum,122,34,427.8,355.8,CO,2011
Pumped Storage,10,6,1017,1125,CO,2011
Other,4,4,21.2,18.6,CO,2011
Coal,4,4,1227.8,1128.8,CT,2011
Natural Gas,72,34,6631.8,5850.2,CT,2011
Petroleum,142,56,6742,6370,CT,2011
Hydroelectric Conventional,78,28,237,243.4,CT,2011
Nuclear,4,2,4325.8,4205,CT,2011
Other,2,2,62.6,52,CT,2011
Other Biomass,26,16,441.8,356.4,CT,2011
Pumped Storage,6,2,62,58.8,CT,2011
Natural Gas,4,2,21.6,20,DC,2011
Petroleum,34,4,1700,1580,DC,2011
Coal,10,4,1600.8,1588,DE,2011
Natural Gas,44,17,4872.2,4590,DE,2011
Wind,2,2,4,4,DE,2011
Petroleum,22,12,254,225.6,DE,2011
Solar Thermal and Photovoltaic,6,6,25,25,DE,2011
Other Biomass,16,4,16,16,DE,2011
Other Gases,8,2,280,270,DE,2011
Coal,60,30,22763.4,20408,FL,2011
Natural Gas,680,150,78508.6,66663,FL,2011
Other Biomass,124,48,1581.8,1332,FL,2011
Hydroelectric Conventional,12,4,111.4,109,FL,2011
Nuclear,10,6,8220.8,7848,FL,2011
Petroleum,264,58,23931.8,21343.4,FL,2011
Solar Thermal and Photovoltaic,12,12,134.2,129.2,FL,2011
Wood and Wood Derived Fuels,36,18,809,716.8,FL,2011
Other,24,14,789.2,704,FL,2011
Natural Gas,246,64,32585.6,28525.4,GA,2011
Other Biomass,46,12,48.4,48.4,GA,2011
Petroleum,212,58,2920.2,2502,GA,2011
Coal,78,30,28294.8,25976.2,GA,2011
Hydroelectric Conventional,204,62,3859.2,4097.4,GA,2011
Nuclear,8,4,8083.6,8122,GA,2011
Pumped Storage,26,8,3269.2,3723,GA,2011
Wood and Wood Derived Fuels,58,24,1355.2,1234,GA,2011
Coal,2,2,406,360,HI,2011
Petroleum,208,40,4427.6,3999.2,HI,2011
Other Biomass,12,8,453.6,443.2,HI,2011
Hydroelectric Conventional,26,14,49.8,47.4,HI,2011
Geothermal,20,2,70,62,HI,2011
Solar Thermal and Photovoltaic,26,4,4.4,4.4,HI,2011
Wind,8,8,183.2,183.2,HI,2011
Other Gases,8,2,24.4,24.4,HI,2011
Coal,112,52,14878.4,13869.4,IA,2011
Natural Gas,168,60,5478.6,4685.6,IA,2011
Other Biomass,38,8,29.2,29.2,IA,2011
Petroleum,718,210,2329.2,2093.4,IA,2011
Wind,106,90,8603.2,8406.4,IA,2011
Hydroelectric Conventional,46,8,262.6,288.4,IA,2011
Nuclear,2,2,1359,1202.8,IA,2011
Natural Gas,20,12,1868.6,1623.6,ID,2011
Wood and Wood Derived Fuels,12,6,252.4,136.4,ID,2011
Hydroelectric Conventional,346,144,5072.4,5407.8,ID,2011
Petroleum,4,2,10,10.8,ID,2011
Geothermal,2,2,36,20,ID,2011
Other Biomass,24,12,25,24.6,ID,2011
Wind,46,46,1222.6,1222.6,ID,2011
Coal,12,4,37.8,34.4,ID,2011
Other,2,2,31.8,29.6,ID,2011
Natural Gas,606,150,33356.2,27155,IL,2011
Coal,152,58,33172.2,29714.4,IL,2011
Hydroelectric Conventional,58,18,79.4,68.2,IL,2011
Petroleum,362,86,2039.2,1773.2,IL,2011
Wind,52,44,5474.6,5474.6,IL,2011
Nuclear,22,12,24830.2,22972,IL,2011
Other Biomass,166,54,273.8,248.8,IL,2011
Solar Thermal and Photovoltaic,2,2,18,18,IL,2011
Other Gases,8,4,235.2,235.4,IL,2011
Coal,168,59,42016,37898.8,IN,2011
Natural Gas,148,48,13406.4,11291,IN,2011
Other Biomass,114,22,112.4,107,IN,2011
Petroleum,108,32,1593.4,1448.8,IN,2011
Wind,24,18,2679.4,2679.4,IN,2011
Hydroelectric Conventional,42,10,184.2,119,IN,2011
Other,2,2,189.2,176,IN,2011
Other Gases,32,12,1349.8,1088,IN,2011
Coal,32,16,10944.6,10376.4,KS,2011
Natural Gas,434,134,10306.2,9136.4,KS,2011
Nuclear,2,2,2535.4,2350,KS,2011
Petroleum,382,104,1291.6,1089.8,KS,2011
Wind,26,22,2543.6,2543.6,KS,2011
Hydroelectric Conventional,14,2,5.2,5.2,KS,2011
Other Biomass,16,4,14.4,14.2,KS,2011
Coal,112,40,35903.4,30579,KY,2011
Hydroelectric Conventional,60,14,1607.6,1643.2,KY,2011
Natural Gas,100,26,12333,9727.6,KY,2011
Other Biomass,40,12,34.4,33.6,KY,2011
Petroleum,16,4,220.6,139.8,KY,2011
Wood and Wood Derived Fuels,6,4,186,104.6,KY,2011
Natural Gas,396,123,45249.6,37778,LA,2011
Coal,12,8,7528.6,6848,LA,2011
Nuclear,4,4,4471.4,4266,LA,2011
Petroleum,28,14,2193.2,1987.8,LA,2011
Hydroelectric Conventional,16,2,384,384,LA,2011
Other Biomass,6,4,30.2,27.8,LA,2011
Other,26,12,546,415.2,LA,2011
Other Gases,6,2,150,68.6,LA,2011
Wood and Wood Derived Fuels,18,10,702.4,621.2,LA,2011
Natural Gas,178,63,14638.8,11942.2,MA,2011
Hydroelectric Conventional,162,60,543.2,525.4,MA,2011
Other Biomass,52,26,679,532.4,MA,2011
Petroleum,154,56,6904.6,6213.8,MA,2011
Solar Thermal and Photovoltaic,18,18,24.6,23.4,MA,2011
Wind,22,16,61,59.2,MA,2011
Coal,20,10,3203,3119.6,MA,2011
Nuclear,2,2,1340,1369.4,MA,2011
Other,4,4,6,6,MA,2011
Pumped Storage,12,4,3080,3360,MA,2011
Wood and Wood Derived Fuels,8,6,288.4,281.4,MA,2011
Coal,40,20,10497.4,9792,MD,2011
Natural Gas,66,28,4737.2,4085.4,MD,2011
Other Biomass,76,21,310.4,273.8,MD,2011
Petroleum,124,30,6605.2,5865.4,MD,2011
Wood and Wood Derived Fuels,4,2,7.6,5.2,MD,2011
Solar Thermal and Photovoltaic,6,6,8.8,8.8,MD,2011
Hydroelectric Conventional,26,4,1101.6,1180,MD,2011
Nuclear,4,2,3657.4,3410,MD,2011
Wind,6,6,240,240,MD,2011
Other Gases,8,2,240,304.6,MD,2011
Coal,2,2,205.2,170,ME,2011
Wood and Wood Derived Fuels,52,32,1086.2,969.4,ME,2011
Other Biomass,14,12,216.8,182.6,ME,2011
Petroleum,70,26,2081.4,2014.4,ME,2011
Hydroelectric Conventional,536,116,1465.2,1484.6,ME,2011
Natural Gas,30,12,3672,3290.4,ME,2011
Wind,16,14,651,645,ME,2011
Coal,156,62,25137.6,22693.2,MI,2011
Natural Gas,358,117,24420.4,22055.2,MI,2011
Other Biomass,166,44,400.6,365.8,MI,2011
Petroleum,342,108,1520,1278.8,MI,2011
Wood and Wood Derived Fuels,22,20,550.6,527.2,MI,2011
Hydroelectric Conventional,468,114,766.6,475.6,MI,2011
Nuclear,8,6,8628.2,7914.8,MI,2011
Pumped Storage,12,2,3957.6,3744,MI,2011
Wind,12,12,751.2,749.2,MI,2011
Natural Gas,198,70,11632.6,9759.4,MN,2011
Other Biomass,48,22,523.2,420.8,MN,2011
Wood and Wood Derived Fuels,16,8,449.2,326.6,MN,2011
Other,6,6,44.2,36.8,MN,2011
Petroleum,474,148,1883.4,1626.8,MN,2011
Wind,276,238,5160.2,5152.6,MN,2011
Coal,82,40,10584.4,9419,MN,2011
Hydroelectric Conventional,202,52,426.6,393.6,MN,2011
Nuclear,6,4,3634.8,3188,MN,2011
Natural Gas,254,82,13165.4,11050.6,MO,2011
Coal,112,46,26007.4,24849.4,MO,2011
Petroleum,444,114,2750.2,2435.4,MO,2011
Hydroelectric Conventional,40,12,998.4,1140.6,MO,2011
Nuclear,2,2,2471.6,2380,MO,2011
Other Biomass,12,6,16.4,15.4,MO,2011
Pumped Storage,18,6,1200.8,1334,MO,2011
Wind,12,12,917,917,MO,2011
Natural Gas,236,66,25895.6,23103.8,MS,2011
Other,4,2,3.2,2.8,MS,2011
Coal,14,8,5775,5052,MS,2011
Nuclear,2,2,2745,2380,MS,2011
Petroleum,24,8,96,70,MS,2011
Other Gases,2,2,12,8,MS,2011
Wood and Wood Derived Fuels,16,6,487.8,470.2,MS,2011
Petroleum,4,4,133.6,108,MT,2011
Coal,20,12,5321.2,4884.2,MT,2011
Hydroelectric Conventional,162,44,5169,5449.2,MT,2011
Natural Gas,32,10,805.8,751.2,MT,2011
Wind,10,10,768,756.4,MT,2011
Other,16,4,120,88,MT,2011
Other Gases,2,2,3.2,3,MT,2011
Coal,100,42,25051,24501.6,NC,2011
Other Biomass,84,22,100.4,82.8,NC,2011
